115846buedu,2.6020599913279625
115847buedu,2.6020599913279625
116003buedu,2.6020599913279625
116171buedu,4.851937464544562
116172buedu,2.6020599913279625
116533buedu,2.6020599913279625
116540buedu,2.6020599913279625
116547buedu,2.6020599913279625
116551buedu,2.6020599913279625
118,4.851937464544562
11810viceICOTEKCOM,2.6020599913279625
11812viceICOTEKCOM,2.6020599913279625
11820viceICOTEKCOM,2.6020599913279625
11825viceICOTEKCOM,6.903089986991944
11826viceICOTEKCOM,2.6020599913279625
11836viceICOTEKCOM,4.851937464544562
11838viceICOTEKCOM,4.851937464544562
11847viceICOTEKCOM,4.851937464544562
11853viceICOTEKCOM,8.8164799306237
11855viceICOTEKCOM,2.6020599913279625
11857viceICOTEKCOM,2.6020599913279625
11862viceICOTEKCOM,2.6020599913279625
11867viceICOTEKCOM,2.6020599913279625
1197,2.6020599913279625
12,32.812975830788986
1200,4.851937464544562
12122,2.6020599913279625
1213,2.6020599913279625
121521],2.6020599913279625
1219,2.6020599913279625
124,4.851937464544562
1240,2.6020599913279625
1240],2.6020599913279625
125,2.6020599913279625
126,2.6020599913279625
1266,4.851937464544562
1271,4.851937464544562
12710],2.6020599913279625
12],2.6020599913279625
13,10.6246936830415
130,2.6020599913279625
1300,2.6020599913279625
1311,2.6020599913279625
131138,2.6020599913279625
131416],2.6020599913279625
131518,2.6020599913279625
131618,2.6020599913279625
1330,2.6020599913279625
1335],2.6020599913279625
1338,2.6020599913279625
133834,2.6020599913279625
133939,2.6020599913279625
135],2.6020599913279625
14,14.0
1400,5.204119982655925
1400s,2.6020599913279625
140195,4.851937464544562
140306,2.6020599913279625
141520,4.851937464544562
141533,2.6020599913279625
14215,4.851937464544562
14226,4.851937464544562
142282197,4.851937464544562
1430,2.6020599913279625
143048IO30436MAINEMAINEEDU,2.6020599913279625
1472,2.6020599913279625
14801,4.851937464544562
14910,2.6020599913279625
15,32.95634963777275
150,5.204119982655925
150000,4.851937464544562
1500s,4.851937464544562
150110,2.6020599913279625
1523,2.6020599913279625
152354,2.6020599913279625
1525,2.6020599913279625
1527],2.6020599913279625
154,2.6020599913279625
155,2.6020599913279625
155002,2.6020599913279625
155950031X,2.6020599913279625
1559500409,2.6020599913279625
1568,2.6020599913279625
15801,2.6020599913279625
15Apr93,2.6020599913279625
16,19.030899869919434
161,2.6020599913279625
1612,2.6020599913279625
1618,2.6020599913279625
163050,2.6020599913279625
165,2.6020599913279625
1689,6.903089986991944
16920,2.6020599913279625
16BA1E927DRPORTERSUVMSYREDU,2.6020599913279625
16BA5DA01I3150101dbstu1rztubsde,2.6020599913279625
16BA6C947I3150101dbstu1rztubsde,2.6020599913279625
16BA7103C3I3150101dbstu1rztubsde,4.851937464544562
16BA7F16CI3150101dbstu1rztubsde,2.6020599913279625
16BA8C4ACI3150101dbstu1rztubsde,2.6020599913279625
16BAFA9D9I3150101dbstu1rztubsde,2.6020599913279625
16BAFC876I3150101dbstu1rztubsde,2.6020599913279625
16BB112525I3150101dbstu1rztubsde,2.6020599913279625
16BB112949I3150101dbstu1rztubsde,2.6020599913279625
16BB112DFCI3150101dbstu1rztubsde,2.6020599913279625
16BB4C522I3150101dbstu1rztubsde,2.6020599913279625
16BB6B6FEI3150101dbstu1rztubsde,2.6020599913279625
16BB6B7CAI3150101dbstu1rztubsde,2.6020599913279625
16BB7B468I3150101dbstu1rztubsde,2.6020599913279625
16BB7B863I3150101dbstu1rztubsde,2.6020599913279625
16BB8D25CI3150101dbstu1rztubsde,2.6020599913279625
16BB9DBA8I3150101dbstu1rztubsde,2.6020599913279625
16BBACBC3I3150101dbstu1rztubsde,2.6020599913279625
16th,2.6020599913279625
17,5.204119982655925
171421,2.6020599913279625
1728,2.6020599913279625
1754,5.204119982655925
17701900,4.851937464544562
17761949,2.6020599913279625
1785,2.6020599913279625
1797,7.8061799739838875
17th,4.851937464544562
17year,2.6020599913279625
18,10.6246936830415
1804,5.204119982655925
1806,2.6020599913279625
180degree,2.6020599913279625
1813,2.6020599913279625
181309,2.6020599913279625
182121,2.6020599913279625
182508,2.6020599913279625
1827,2.6020599913279625
1830,2.6020599913279625
1844,2.6020599913279625
1876,2.6020599913279625
1881,4.851937464544562
19,14.0
1900,2.6020599913279625
1901,2.6020599913279625
190904,2.6020599913279625
1912,5.204119982655925
1915,2.6020599913279625
192,2.6020599913279625
192037,2.6020599913279625
1921,2.6020599913279625
1926,2.6020599913279625
1927,5.204119982655925
192830],2.6020599913279625
1930s,2.6020599913279625
1933,4.851937464544562
193437],2.6020599913279625
1935,4.851937464544562
1938,2.6020599913279625
1939,4.851937464544562
1941,2.6020599913279625
1943,2.6020599913279625
1947,4.851937464544562
1950s,4.851937464544562
1960s,2.6020599913279625
1968,2.6020599913279625
1969,2.6020599913279625
1971,4.851937464544562
1972,4.851937464544562
1976,2.6020599913279625
1977,6.903089986991944
1978,2.6020599913279625
1979,2.6020599913279625
1980,2.6020599913279625
1981,6.903089986991944
1982,2.6020599913279625
1984,6.903089986991944
1985,7.2779061968168435
1986,4.851937464544562
1987,7.2779061968168435
1988,17.6329598612474
198889,2.6020599913279625
1989,13.22471989593555
1989[],2.6020599913279625
1990,15.59077982042095
1990?,6.903089986991944
1991,8.8164799306237
1992,16.0
1993,56.62563793658639
199304041750AA17104keplerunhedu,2.6020599913279625
1993Apr0300112523294watsonibmcom,2.6020599913279625
1993Apr0323232523178acmegennz,2.6020599913279625
1993Apr0422510739364watsonibmcom,2.6020599913279625
1993Apr0517453714962watsonibmcom,2.6020599913279625
1993Apr0817494245124watsonibmcom,2.6020599913279625
1993Apr1012385825059bradfordacuk,2.6020599913279625
1993Apr1012475325195bradfordacuk,2.6020599913279625
1993Apr1012510925265bradfordacuk,2.6020599913279625
1993Apr1013011225440bradfordacuk,2.6020599913279625
1993Apr1019110016094ultbiscritedu,2.6020599913279625
1993Apr111455191eaglewesleyanedu,2.6020599913279625
1993Apr1142854794batmanbmdtrwcom,2.6020599913279625
1993Apr1212422122592bradfordacuk,2.6020599913279625
1993Apr1214383426803seachgcom,2.6020599913279625
1993Apr1317310029861ultbiscritedu,2.6020599913279625
1993Apr131842271191ultbiscritedu,2.6020599913279625
1993Apr13213055818antiocantiochedu,4.851937464544562
1993Apr132135273706ultbiscritedu,2.6020599913279625
1993Apr140303348650ultbiscritedu,2.6020599913279625
1993Apr141028106059monu6ccmonasheduau,2.6020599913279625
1993Apr141102097703monu6ccmonasheduau,2.6020599913279625
1993Apr1412113412187monu6ccmonasheduau,4.851937464544562
1993Apr1413103215644monu6ccmonasheduau,2.6020599913279625
1993Apr1413154815938monu6ccmonasheduau,2.6020599913279625
1993Apr1413281316343monu6ccmonasheduau,2.6020599913279625
1993Apr1414312126376bmwmayoedu,2.6020599913279625
1993Apr1417555720296daffycswiscedu,2.6020599913279625
1993Apr1419090421222daffycswiscedu,2.6020599913279625
1993Apr142054143982lelandStanfordEDU,2.6020599913279625
1993Apr1421335622176ultbiscritedu,2.6020599913279625
1993Apr1500040610984PrincetonEDU,2.6020599913279625
1993Apr150507503893nusccnussg,2.6020599913279625
1993Apr1508130316532CadenceCOM,2.6020599913279625
1993Apr1512524512872abofi,4.851937464544562
1993Apr1513565028926standrewsacuk,4.851937464544562
1993Apr15150938975newswesleyanedu,4.851937464544562
1993Apr151511224746macccmacalstredu,2.6020599913279625
1993Apr1516331720805csnottacuk,2.6020599913279625
1993Apr1518002419308wamumdedu,2.6020599913279625
1993Apr1518192421026dcswarwickacuk,2.6020599913279625
1993Apr1521294315118bnrca,6.903089986991944
1993Apr1521583315970bnrca,2.6020599913279625
1993Apr1522384416453ramboatlantadgcom,2.6020599913279625
1993Apr1600132615820csuclaedu,2.6020599913279625
1993Apr161304301ccsuactstateuedu,2.6020599913279625
1993Apr16163729867batmanbmdtrwcom,2.6020599913279625
1993Apr16171722159590zeuscalpolyedu,2.6020599913279625
1993Apr162114581eaglewesleyanedu,2.6020599913279625
1993Apr1622252516024bnrca,2.6020599913279625
1993Apr1622325015242ncsuedu,4.851937464544562
1993Apr170415357472bmerh85bnrca,4.851937464544562
1993Apr17044430801monu6ccmonasheduau,2.6020599913279625
1993Apr1704555912900ousrvroulufi,2.6020599913279625
1993Apr1708032118675daffycswiscedu,2.6020599913279625
1993Apr1712232921438monu6ccmonasheduau,4.851937464544562
1993Apr1715365326206PrincetonEDU,2.6020599913279625
1993Apr171849484847microsoftcom,2.6020599913279625
1993Apr1722512725062daffycswiscedu,2.6020599913279625
1993Apr1804320727862dcswarwickacuk,2.6020599913279625
1993Apr18231914143616zeuscalpolyedu,2.6020599913279625
1993Apr1911200826198monu6ccmonasheduau,4.851937464544562
1993Apr1911270626911monu6ccmonasheduau,2.6020599913279625
1993Apr1911325527550monu6ccmonasheduau,2.6020599913279625
1993Apr191203521574monu6ccmonasheduau,2.6020599913279625
1993Apr191213403133monu6ccmonasheduau,2.6020599913279625
1993Apr191248345640monu6ccmonasheduau,2.6020599913279625
1993Apr1914031614872csnottacuk,2.6020599913279625
1993Apr1914111215018csnottacuk,4.851937464544562
1993Apr1915112014068abofi,2.6020599913279625
1993Apr1923164121652monu6ccmonasheduau,4.851937464544562
1993Apr200041196119cnsvaxuwecedu,6.903089986991944
1993Apr2006232819776bmerh85bnrca,6.903089986991944
1993Apr2007015626910abofi,2.6020599913279625
1993Apr20102306882batmanbmdtrwcom,6.903089986991944
1993Apr201033452651nusccnussg,2.6020599913279625
1993Apr2011504520756abofi,2.6020599913279625
1993Apr2015082927925asldlneccom,2.6020599913279625
1993Apr20154658IASTATEEDU,2.6020599913279625
1993Apr201910486139cnsvaxuwecedu,2.6020599913279625
1993Apr2019590710765mkscom,2.6020599913279625
1993Apr206523018676blazecsjhuedu,2.6020599913279625
1993Apr21032374627CadenceCOM,4.851937464544562
1993Apr211406495660csnottacuk,2.6020599913279625
1993Apr211441148057wamumdedu,2.6020599913279625
1993Apr2115300803batmanbmdtrwcom,4.851937464544562
1993Apr211638488099csnottacuk,2.6020599913279625
1993Apr2117180716785bnrca,2.6020599913279625
1993Apr211849599451dcswarwickacuk,2.6020599913279625
1993Apr2144909806batmanbmdtrwcom,2.6020599913279625
1993Apr2155057808batmanbmdtrwcom,2.6020599913279625
1993Apr21650323356bradfordacuk,2.6020599913279625
1993Apr2200144227396bnrca,2.6020599913279625
1993Apr2200440528052bnrca,2.6020599913279625
1993Apr220159227418daffycswiscedu,2.6020599913279625
1993Apr220624389412nusccnussg,2.6020599913279625
1993Apr2207085418213nusccnussg,2.6020599913279625
1993Apr22130421113279zeuscalpolyedu,2.6020599913279625
1993Apr221329095001niccsunet,2.6020599913279625
1993Apr22162239IASTATEEDU,2.6020599913279625
1993Apr221952566376cnsvaxuwecedu,2.6020599913279625
1993Apr222324819014PrincetonEDU,2.6020599913279625
1993Apr241653018321dcswarwickacuk,2.6020599913279625
1993Apr2502054622426mnemosynecsduedu,2.6020599913279625
1993Apr250317035230monu6ccmonasheduau,2.6020599913279625
1993Apr251653151190monu6ccmonasheduau,2.6020599913279625
1993Apr2600041018114daffycswiscedu,2.6020599913279625
1993Apr260704053615dougcaewiscedu,2.6020599913279625
1993Apr303344610669bmerh85bnrca,4.851937464544562
1993Apr307182313253bmerh85bnrca,4.851937464544562
1993Apr308105211292monu6ccmonasheduau,10.6246936830415
1993Apr309522024632lelandStanfordEDU,6.903089986991944
1993Apr310003915879monu6ccmonasheduau,2.6020599913279625
1993Apr31535524334macccmacalstredu,2.6020599913279625
1993Apr319564225261njitgwnjitedu,2.6020599913279625
1993Apr321213914076blazecsjhuedu,2.6020599913279625
1993Apr321474114026ultbiscritedu,2.6020599913279625
1993Apr322110125314midwayuchicagoedu,2.6020599913279625
1993Apr409390420517proximaaltza,2.6020599913279625
1993Apr420025321409ennewseasasuedu,2.6020599913279625
1993Apr50112557295cbnewslcbattcom,2.6020599913279625
1993Apr502050419326ultbiscritedu,2.6020599913279625
1993Apr502304419580ultbiscritedu,6.903089986991944
1993Apr502462619942ultbiscritedu,2.6020599913279625
1993Apr502592411361wamumdedu,4.851937464544562
1993Apr50505249361lelandStanfordEDU,2.6020599913279625
1993Apr5084042822batmanbmdtrwcom,4.851937464544562
1993Apr5091139823batmanbmdtrwcom,4.851937464544562
1993Apr509125811830monu6ccmonasheduau,4.851937464544562
1993Apr50951485730seicmuedu,2.6020599913279625
1993Apr51242164374macccmacalstredu,2.6020599913279625
1993Apr516305013308wamumdedu,2.6020599913279625
1993Apr51637382447dcswarwickacuk,2.6020599913279625
1993Apr51652331007newsunomahaedu,2.6020599913279625
1993Apr5171143828batmanbmdtrwcom,4.851937464544562
1993Apr60136575691cnsvaxuwecedu,2.6020599913279625
1993Apr602163520958wamumdedu,2.6020599913279625
1993Apr603073428563ennewseasasuedu,2.6020599913279625
1993Apr604134324997cbnewslcbattcom,4.851937464544562
1993Apr612411212959dcswarwickacuk,2.6020599913279625
1993Apr615184315240monu6ccmonasheduau,2.6020599913279625
1993Apr71634451203wamumdedu,2.6020599913279625
1993Apr91519141885daffycswiscedu,2.6020599913279625
1993Apr915431619778ultbiscritedu,2.6020599913279625
1993Mar3101303427070ultbiscritedu,2.6020599913279625
1994,2.6020599913279625
1997,2.6020599913279625
1998,2.6020599913279625
1APR199313404295skybluccitarizonaedu,2.6020599913279625
1C8,2.6020599913279625
1Kings182040,2.6020599913279625
1On,2.6020599913279625
1Who,12.347951681866121
1a,2.6020599913279625
1p8ivt$cfjfidoasdsgicom,4.851937464544562
1p8v1aINN9e9mattksuksuedu,2.6020599913279625
1pa0f4INNpitgapcaltechedu,2.6020599913279625
1phkf7INN86pdsidsinccom,2.6020599913279625
1phpe1INN8g6dsidsinccom,2.6020599913279625
1pi0dhINN8ubdsidsinccom,2.6020599913279625
1pi8h5INNq40gapcaltechedu,4.851937464544562
1pi9btINNqa5gapcaltechedu,2.6020599913279625
1pi9jkINNqe2gapcaltechedu,2.6020599913279625
1pic4lINNraugapcaltechedu,2.6020599913279625
1pieg7INNs09gapcaltechedu,2.6020599913279625
1pigidINNsotgapcaltechedu,4.851937464544562
1pik3i$1l4fidoasdsgicom,2.6020599913279625
1pint5$1l4fidoasdsgicom,4.851937464544562
1pj2b6$aaafidoasdsgicom,4.851937464544562
1pj9bs$d4jfidoasdsgicom,2.6020599913279625
1pkqe2INN54nlynxunmedu,2.6020599913279625
1pmjo8INN2l0lynxunmedu,2.6020599913279625
1pq47tINN8lpsenatorbedfellowMITEDU,4.851937464544562
1pqdor$9s2fidoasdsgicom,2.6020599913279625
1ps98fINNm2udsidsinccom,2.6020599913279625
1q338l$cvauxaecnbguedu,2.6020599913279625
1q7kc3$2djcsugradcsvtedu,2.6020599913279625
1qabe7INNaffgapcaltechedu,2.6020599913279625
1qaqi1INNgjegapcaltechedu,2.6020599913279625
1qg79g$kl5fidoasdsgicom,2.6020599913279625
1qgbmt$c4fusenetINSCWRUEdu,2.6020599913279625
1qi156INNf9nsenatorbedfellowMITEDU,6.903089986991944
1qi191$jkjfidoasdsgicom,2.6020599913279625
1qi3fc$jkjfidoasdsgicom,2.6020599913279625
1qi3l5$jkjfidoasdsgicom,8.8164799306237
1qi83b$ec4horusapmchpsnide,6.903089986991944
1qi921$eglhorusapmchpsnide,2.6020599913279625
1qialf$p2mfidoasdsgicom,4.851937464544562
1qibo2$f4ohorusapmchpsnide,2.6020599913279625
1qid04$fcthorusapmchpsnide,2.6020599913279625
1qie61$fkthorusapmchpsnide,4.851937464544562
1qif1g$fp3horusapmchpsnide,4.851937464544562
1qimbe$spfidoasdsgicom,2.6020599913279625
1qinmd$spfidoasdsgicom,2.6020599913279625
1qiu97INNpq6srvr1enginumichedu,4.851937464544562
1qj9gq$mg7horusapmchpsnide,2.6020599913279625
1qjahh$mrshorusapmchpsnide,4.851937464544562
1qjd3o$nlvhorusapmchpsnide,2.6020599913279625
1qjf31$o7thorusapmchpsnide,2.6020599913279625
1qjfnv$ogthorusapmchpsnide,2.6020599913279625
1qjipo$penhorusapmchpsnide,2.6020599913279625
1qkogg$kfidoasdsgicom,6.903089986991944
1qkovl$kfidoasdsgicom,4.851937464544562
1qkq9t$66nhorusapmchpsnide,6.903089986991944
1ql06qINN2kfgapcaltechedu,2.6020599913279625
1ql0ajINN2kjgapcaltechedu,6.903089986991944
1ql0d3$5vodrpepperEastSunCOM,4.851937464544562
1ql1avINN38agapcaltechedu,2.6020599913279625
1ql5snINN4vmgapcaltechedu,2.6020599913279625
1ql667INN54agapcaltechedu,4.851937464544562
1ql6jiINN5dfgapcaltechedu,4.851937464544562
1ql71pINN5efgapcaltechedu,2.6020599913279625
1ql7utINN5sggapcaltechedu,2.6020599913279625
1ql8ekINN635gapcaltechedu,2.6020599913279625
1ql8mdINN674gapcaltechedu,6.903089986991944
1ql9a6$afpfidoasdsgicom,2.6020599913279625
1qla0g$afpfidoasdsgicom,6.903089986991944
1qlapk$d7vmorrowstanfordedu,2.6020599913279625
1qlb7oINN684shelleyuwashingtonedu,2.6020599913279625
1qlef4INN8dngapcaltechedu,2.6020599913279625
1qlettINN8oigapcaltechedu,2.6020599913279625
1qlf7gINN8sngapcaltechedu,4.851937464544562
1qlfd4INN935gapcaltechedu,4.851937464544562
1qnedm$a91fidoasdsgicom,2.6020599913279625
1qnp13INN816gapcaltechedu,2.6020599913279625
1qnpa6INN8avgapcaltechedu,2.6020599913279625
1qnpe2INN8b0gapcaltechedu,2.6020599913279625
1qsnqqINN1nrsenatorbedfellowMITEDU,2.6020599913279625
1qsum1INNg5kshelleyuwashingtonedu,2.6020599913279625
1qu485$58ohorusapmchpsnide,4.851937464544562
1quc6u$8qucctutfi,2.6020599913279625
1quei1$8mbhorusapmchpsnide,2.6020599913279625
1qugin$9tfhorusapmchpsnide,6.903089986991944
1qv6at$fb4horusapmchpsnide,2.6020599913279625
1qv7q5$fn4horusapmchpsnide,2.6020599913279625
1qvabj$g1jhorusapmchpsnide,2.6020599913279625
1qvh8tINNsg6citationksuksuedu,6.903089986991944
1qvn1pINNj90shelleyuwashingtonedu,2.6020599913279625
1r0fpv$p11horusapmchpsnide,6.903089986991944
1r0sn0$3rhorusapmchpsnide,4.851937464544562
1r10jcINNt1glynxunmedu,2.6020599913279625
1r1cl7INNknkbozodsinccom,6.903089986991944
1r1mr8$eovauroraengrLaTechedu,6.903089986991944
1r2eba$hsqcsugradcsvtedu,2.6020599913279625
1r2gi8$6e1fidoasdsgicom,2.6020599913279625
1r2idi$6e1fidoasdsgicom,2.6020599913279625
1r2j7d$6e1fidoasdsgicom,2.6020599913279625
1r2kt7$6e1fidoasdsgicom,4.851937464544562
1r34n3$hfjhorusapmchpsnide,2.6020599913279625
1r35oe$hqdhorusapmchpsnide,2.6020599913279625
1r39kh$itphorusapmchpsnide,2.6020599913279625
1r3inr$lvihorusapmchpsnide,2.6020599913279625
1r3tqo$ookhorusapmchpsnide,2.6020599913279625
1r4b59$7hgauroraengrLaTechedu,2.6020599913279625
1r4bfe$7hgauroraengrLaTechedu,2.6020599913279625
1r4dglINNkv2ctronnewsctroncom,2.6020599913279625
1r4ioh$44tfidoasdsgicom,2.6020599913279625
1r4lva$5vqfidoasdsgicom,2.6020599913279625
1r4o8a$6qefidoasdsgicom,2.6020599913279625
1r5cmnINNb8gapcaltechedu,2.6020599913279625
1r5e1vINNkngapcaltechedu,2.6020599913279625
1r5emjINNmkgapcaltechedu,2.6020599913279625
1r5hj0INN14cgapcaltechedu,2.6020599913279625
1r5ubl$bd6horusapmchpsnide,2.6020599913279625
1r76ek$7uofidoasdsgicom,2.6020599913279625
1r79j3$ak2fidoasdsgicom,2.6020599913279625
1r7bkpINNo0sgapcaltechedu,2.6020599913279625
1r8ou3$41uhorusapmchpsnide,2.6020599913279625
1r8tpi$4pudrpepperEastSunCOM,2.6020599913279625
1r98voINNr9qlynxunmedu,4.851937464544562
1rbpq0$ibghorusapmchpsnide,2.6020599913279625
1st,6.903089986991944
2,105.29813170753134
20,28.012897192106838
200,20.57991946977687
2000,58.295611299587364
20000,5.204119982655925
200000,12.347951681866121
201,2.6020599913279625
2012,2.6020599913279625
201wb,4.851937464544562
2021,2.6020599913279625
202827,2.6020599913279625
203,17.6329598612474
2030,2.6020599913279625
204,2.6020599913279625
2052,4.851937464544562
2056,4.851937464544562
2059,4.851937464544562
20th,10.6246936830415
21,15.59077982042095
21084,2.6020599913279625
211,2.6020599913279625
211255,4.851937464544562
2116],2.6020599913279625
212,2.6020599913279625
212225,2.6020599913279625
2132,4.851937464544562
2133,8.8164799306237
213356,2.6020599913279625
2134,2.6020599913279625
213633,2.6020599913279625
214131,2.6020599913279625
215],5.204119982655925
21627ousrvroulufi,8.8164799306237
2168914019,4.851937464544562
217,2.6020599913279625
21718],2.6020599913279625
218,4.851937464544562
219,2.6020599913279625
21st,2.6020599913279625
22,9.204119982655925
2220,2.6020599913279625
22202,2.6020599913279625
223],2.6020599913279625
226,4.851937464544562
2260,2.6020599913279625
2261,2.6020599913279625
227,2.6020599913279625
22nd,5.204119982655925
23,2.6020599913279625
230000,4.851937464544562
230222,4.851937464544562
231725,4.851937464544562
232326,2.6020599913279625
232620,2.6020599913279625
2326529,12.347951681866121
233228,2.6020599913279625
2334],2.6020599913279625
233943],2.6020599913279625
235211,2.6020599913279625
24,25.048052885591495
240000,2.6020599913279625
2413,2.6020599913279625
2421,2.6020599913279625
2434,2.6020599913279625
244,2.6020599913279625
24hour,4.851937464544562
24th,2.6020599913279625
25,15.59077982042095
2568900,4.851937464544562
2634,2.6020599913279625
2674,2.6020599913279625
2675,2.6020599913279625
27,11.020599913279625
272,4.851937464544562
2728,2.6020599913279625
273,4.851937464544562
2734,2.6020599913279625
273435],2.6020599913279625
2735,2.6020599913279625
274,2.6020599913279625
27510],2.6020599913279625
2757,2.6020599913279625
276,2.6020599913279625
27622,4.851937464544562
279,2.6020599913279625
28,8.8164799306237
281,2.6020599913279625
2816,2.6020599913279625
2817,2.6020599913279625
282,2.6020599913279625
283,2.6020599913279625
284,2.6020599913279625
285,2.6020599913279625
28833monu6ccmonasheduau,2.6020599913279625
29,6.903089986991944
29187202,2.6020599913279625
29428816970p00168psilinkcom,2.6020599913279625
29429497192p00261psilinkcom,4.851937464544562
29429560213p00261psilinkcom,2.6020599913279625
29436569100p00261psilinkcom,2.6020599913279625
29439274961p00261psilinkcom,2.6020599913279625
29440799951p00261psilinkcom,2.6020599913279625
29441590645p00261psilinkcom,2.6020599913279625
29447562971p00261psilinkcom,2.6020599913279625
29448461902p00261psilinkcom,2.6020599913279625
2982261,2.6020599913279625
2?,2.6020599913279625
2???,2.6020599913279625
2BCC892B21864icsuciedu,4.851937464544562
2How,12.347951681866121
2Why,2.6020599913279625
2a,2.6020599913279625
2am,2.6020599913279625
2m,7.8061799739838875
2nd,8.8164799306237
3,70.74907793502227
30,10.6246936830415
3000,4.851937464544562
30000,2.6020599913279625
3005,4.851937464544562
30114ursabearcom,2.6020599913279625
30121ursabearcom,2.6020599913279625
30136ursabearcom,6.903089986991944
30142ursabearcom,2.6020599913279625
30151ursabearcom,2.6020599913279625
30329,2.6020599913279625
3065192,2.6020599913279625
307,2.6020599913279625
309,2.6020599913279625
30904,4.851937464544562
30yearold,2.6020599913279625
31,4.851937464544562
310,17.12780988292749
3115,2.6020599913279625
313,2.6020599913279625
316,4.851937464544562
31893,2.6020599913279625
31MAR199321091163julietcaltechedu,4.851937464544562
320,2.6020599913279625
3240],2.6020599913279625
325,2.6020599913279625
33,6.903089986991944
33193,5.204119982655925
3335,2.6020599913279625
34,8.8164799306237
35,19.48847477552619
350,2.6020599913279625
3551342,2.6020599913279625
357,4.851937464544562
358,2.6020599913279625
37,2.6020599913279625
372,4.851937464544562
37410optimacsarizonaedu,2.6020599913279625
37501optimacsarizonaedu,4.851937464544562
38,6.903089986991944
3811058,2.6020599913279625
3879622,2.6020599913279625
3890548,2.6020599913279625
39yearold,2.6020599913279625
3D,4.851937464544562
3How,12.347951681866121
3NL,4.851937464544562
3pm,2.6020599913279625
3rd,30.107539181046054
4,55.218286935210905
40,20.0
400,4.851937464544562
402,2.6020599913279625
4084283553,14.0
41,9.703874929089125
4151431,2.6020599913279625
41518,2.6020599913279625
418,2.6020599913279625
42,4.851937464544562
4214],2.6020599913279625
421825,2.6020599913279625
43,4.851937464544562
430,9.703874929089125
4393,2.6020599913279625
44,17.6329598612474
440volt,4.851937464544562
44135,4.851937464544562
45,4.851937464544562
450,4.851937464544562
4548,2.6020599913279625
4581244,4.851937464544562
46,8.8164799306237
465560539,4.851937464544562
4679525,4.851937464544562
47,2.6020599913279625
473,6.903089986991944
48,8.8164799306237
4820,2.6020599913279625
490,4.851937464544562
493,2.6020599913279625
4949eastmanUUCP,15.59077982042095
4963eastmanUUCP,6.903089986991944
4RH,4.851937464544562
4RL,4.851937464544562
4th,4.851937464544562
4wheel,2.6020599913279625
5,45.25935187892238
50,16.0
500,2.6020599913279625
5000,6.903089986991944
50000,4.851937464544562
50011,2.6020599913279625
503,5.204119982655925
50s,9.204119982655925
512,14.8745711562581
514,5.204119982655925
52,2.6020599913279625
523296,8.8164799306237
525714,8.8164799306237
53,5.204119982655925
533,2.6020599913279625
